participant_ID,response,text_stimuli,eng_v,idn_v,n,response_ID,groups
8882420,Take 4.jpg,Collect = Mengambil,Collect,Mengambil,1,A4,A
8882420,Take 4.jpg,Hoard = Mengambil,Hoard,Mengambil,1,A4,A
8882529,Find 1.jpg,Investigate = Mencari,Investigate,Mencari,1,C1,C
8882529,Find 2.jpg,Explore = Mencari,Explore,Mencari,1,C2,C
8882529,Find 2.jpg,Rummage = Mencari,Rummage,Mencari,1,C2,C
8882529,Find 3.jpg,Locate = Mencari,Locate,Mencari,1,C3,C
8882529,Find 3.jpg,Search = Mencari,Search,Mencari,1,C3,C
8882529,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8882529,Find 4.jpg,Find = Mencari,Find,Mencari,1,C4,C
8882529,Get 1.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D1,D
8882529,Get 1.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D1,D
8882529,Get 1.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D1,D
8882529,Get 1.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D1,D
8882529,Get 2.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D2,D
8882529,Get 3.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D3,D
8882529,Get 4.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D4,D
8882529,Give 1.jpg,Bestow = Memberi,Bestow,Memberi,1,E1,E
8882529,Give 1.jpg,Give = Memberi,Give,Memberi,1,E1,E
8882529,Give 1.jpg,Provide = Memberi,Provide,Memberi,1,E1,E
8882529,Give 2.jpg,Donate = Memberi,Donate,Memberi,1,E2,E
8882529,Give 2.jpg,Grant = Memberi,Grant,Memberi,1,E2,E
8882529,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8882529,Give 3.jpg,Share = Memberi,Share,Memberi,1,E3,E
8882529,Make 2.jpg,Construct = Membuat,Construct,Membuat,1,B2,B
8882529,Make 2.jpg,Establish = Membuat,Establish,Membuat,1,B2,B
8882529,Make 3.jpg,Design = Membuat,Design,Membuat,1,B3,B
8882529,Make 3.jpg,Produce = Membuat,Produce,Membuat,1,B3,B
8882529,Make 4.jpg,Create = Membuat,Create,Membuat,1,B4,B
8882529,Make 4.jpg,Make = Membuat,Make,Membuat,1,B4,B
8882529,Make 4.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B4,B
8882529,Take 1.jpeg,Gather = Mengambil,Gather,Mengambil,1,A1,A
8882529,Take 2.jpeg,Bring = Mengambil,Bring,Mengambil,1,A2,A
8882529,Take 2.jpeg,Fetch = Mengambil,Fetch,Mengambil,1,A2,A
8882529,Take 3.jpg,Collect = Mengambil,Collect,Mengambil,1,A3,A
8882529,Take 3.jpg,Hoard = Mengambil,Hoard,Mengambil,1,A3,A
8882529,Take 4.jpg,Seize = Mengambil,Seize,Mengambil,1,A4,A
8882537,Find 1.jpg,Explore = Mencari,Explore,Mencari,1,C1,C
8882537,Find 1.jpg,Search = Mencari,Search,Mencari,1,C1,C
8882537,Find 3.jpg,Find = Mencari,Find,Mencari,1,C3,C
8882537,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8882537,Find 4.jpg,Investigate = Mencari,Investigate,Mencari,1,C4,C
8882537,Find 4.jpg,Locate = Mencari,Locate,Mencari,1,C4,C
8882537,Find 4.jpg,Rummage = Mencari,Rummage,Mencari,1,C4,C
8882537,Get 1.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D1,D
8882537,Get 1.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D1,D
8882537,Get 2.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D2,D
8882537,Get 3.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D3,D
8882537,Get 3.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D3,D
8882537,Get 4.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D4,D
8882537,Get 4.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D4,D
8882537,Give 1.jpg,Share = Memberi,Share,Memberi,1,E1,E
8882537,Give 2.jpg,Donate = Memberi,Donate,Memberi,1,E2,E
8882537,Give 2.jpg,Provide = Memberi,Provide,Memberi,1,E2,E
8882537,Give 3.jpg,Bestow = Memberi,Bestow,Memberi,1,E3,E
8882537,Give 3.jpg,Give = Memberi,Give,Memberi,1,E3,E
8882537,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8882537,Give 4.jpg,Grant = Memberi,Grant,Memberi,1,E4,E
8882537,Make 1.jpg,Create = Membuat,Create,Membuat,1,B1,B
8882537,Make 1.jpg,Design = Membuat,Design,Membuat,1,B1,B
8882537,Make 1.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B1,B
8882537,Make 2.jpg,Construct = Membuat,Construct,Membuat,1,B2,B
8882537,Make 2.jpg,Produce = Membuat,Produce,Membuat,1,B2,B
8882537,Make 3.jpg,Establish = Membuat,Establish,Membuat,1,B3,B
8882537,Make 4.jpg,Make = Membuat,Make,Membuat,1,B4,B
8882537,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8882537,Take 2.jpeg,Fetch = Mengambil,Fetch,Mengambil,1,A2,A
8882537,Take 2.jpeg,Gather = Mengambil,Gather,Mengambil,1,A2,A
8882537,Take 2.jpeg,Hoard = Mengambil,Hoard,Mengambil,1,A2,A
8882537,Take 3.jpg,Bring = Mengambil,Bring,Mengambil,1,A3,A
8882537,Take 3.jpg,Seize = Mengambil,Seize,Mengambil,1,A3,A
8882537,Take 4.jpg,Take = Mengambil,Take,Mengambil,1,A4,A
8884671,Find 1.jpg,Rummage = Mencari,Rummage,Mencari,1,C1,C
8884671,Find 2.jpg,Locate = Mencari,Locate,Mencari,1,C2,C
8884671,Find 3.jpg,Find = Mencari,Find,Mencari,1,C3,C
8884671,Find 3.jpg,Investigate = Mencari,Investigate,Mencari,1,C3,C
8884671,Find 4.jpg,Explore = Mencari,Explore,Mencari,1,C4,C
8884671,Find 4.jpg,Search = Mencari,Search,Mencari,1,C4,C
8884671,Get 1.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D1,D
8884671,Get 2.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D2,D
8884671,Get 2.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D2,D
8884671,Get 3.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D3,D
8884671,Get 3.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D3,D
8884671,Get 3.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D3,D
8884671,Get 4.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D4,D
8884671,Give 1.jpg,Share = Memberi,Share,Memberi,1,E1,E
8884671,Give 2.jpg,Donate = Memberi,Donate,Memberi,1,E2,E
8884671,Give 2.jpg,Provide = Memberi,Provide,Memberi,1,E2,E
8884671,Give 3.jpg,Give = Memberi,Give,Memberi,1,E3,E
8884671,Give 3.jpg,Grant = Memberi,Grant,Memberi,1,E3,E
8884671,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8884671,Give 4.jpg,Bestow = Memberi,Bestow,Memberi,1,E4,E
8884671,Make 1.jpg,Construct = Membuat,Construct,Membuat,1,B1,B
8884671,Make 1.jpg,Design = Membuat,Design,Membuat,1,B1,B
8884671,Make 2.jpg,Create = Membuat,Create,Membuat,1,B2,B
8884671,Make 2.jpg,Make = Membuat,Make,Membuat,1,B2,B
8884671,Make 3.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B3,B
8884671,Make 3.jpg,Produce = Membuat,Produce,Membuat,1,B3,B
8884671,Make 4.jpg,Establish = Membuat,Establish,Membuat,1,B4,B
8884671,Take 1.jpeg,Bring = Mengambil,Bring,Mengambil,1,A1,A
8884671,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8884671,Take 1.jpeg,Hoard = Mengambil,Hoard,Mengambil,1,A1,A
8884671,Take 2.jpeg,Fetch = Mengambil,Fetch,Mengambil,1,A2,A
8884671,Take 3.jpg,Take = Mengambil,Take,Mengambil,1,A3,A
8884671,Take 4.jpg,Gather = Mengambil,Gather,Mengambil,1,A4,A
8887598,Find 1.jpg,Locate = Mencari,Locate,Mencari,1,C1,C
8887598,Find 2.jpg,Find = Mencari,Find,Mencari,1,C2,C
8887598,Find 3.jpg,Investigate = Mencari,Investigate,Mencari,1,C3,C
8887598,Find 3.jpg,Rummage = Mencari,Rummage,Mencari,1,C3,C
8887598,Find 3.jpg,Search = Mencari,Search,Mencari,1,C3,C
8887598,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8887598,Find 4.jpg,Explore = Mencari,Explore,Mencari,1,C4,C
8887598,Get 1.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D1,D
8887598,Get 1.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D1,D
8887598,Get 2.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D2,D
8887598,Get 3.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D3,D
8887598,Get 3.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D3,D
8887598,Get 4.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D4,D
8887598,Get 4.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D4,D
8887598,Give 1.jpg,Donate = Memberi,Donate,Memberi,1,E1,E
8887598,Give 1.jpg,Provide = Memberi,Provide,Memberi,1,E1,E
8887598,Give 2.jpg,Present = Memberi,Present,Memberi,1,E2,E
8887598,Give 3.jpg,Give = Memberi,Give,Memberi,1,E3,E
8887598,Give 3.jpg,Grant = Memberi,Grant,Memberi,1,E3,E
8887598,Give 4.jpg,Bestow = Memberi,Bestow,Memberi,1,E4,E
8887598,Give 4.jpg,Share = Memberi,Share,Memberi,1,E4,E
8887598,Make 1.jpg,Design = Membuat,Design,Membuat,1,B1,B
8887598,Make 2.jpg,Create = Membuat,Create,Membuat,1,B2,B
8887598,Make 3.jpg,Establish = Membuat,Establish,Membuat,1,B3,B
8887598,Make 3.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B3,B
8887598,Make 3.jpg,Produce = Membuat,Produce,Membuat,1,B3,B
8887598,Make 4.jpg,Construct = Membuat,Construct,Membuat,1,B4,B
8887598,Make 4.jpg,Make = Membuat,Make,Membuat,1,B4,B
8887598,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8887598,Take 2.jpeg,Fetch = Mengambil,Fetch,Mengambil,1,A2,A
8887598,Take 2.jpeg,Gather = Mengambil,Gather,Mengambil,1,A2,A
8887598,Take 3.jpg,Hoard = Mengambil,Hoard,Mengambil,1,A3,A
8887598,Take 3.jpg,Take = Mengambil,Take,Mengambil,1,A3,A
8887598,Take 4.jpg,Bring = Mengambil,Bring,Mengambil,1,A4,A
8887598,Take 4.jpg,Seize = Mengambil,Seize,Mengambil,1,A4,A
8892248,Find 1.jpg,Explore = Mencari,Explore,Mencari,1,C1,C
8892248,Find 2.jpg,Search = Mencari,Search,Mencari,1,C2,C
8892248,Find 3.jpg,Find = Mencari,Find,Mencari,1,C3,C
8892248,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8892248,Find 4.jpg,Investigate = Mencari,Investigate,Mencari,1,C4,C
8892248,Find 4.jpg,Locate = Mencari,Locate,Mencari,1,C4,C
8892248,Find 4.jpg,Rummage = Mencari,Rummage,Mencari,1,C4,C
8892248,Get 1.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D1,D
8892248,Get 1.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D1,D
8892248,Get 2.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D2,D
8892248,Get 2.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D2,D
8892248,Get 3.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D3,D
8892248,Get 3.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D3,D
8892248,Get 4.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D4,D
8892248,Give 1.jpg,Provide = Memberi,Provide,Memberi,1,E1,E
8892248,Give 1.jpg,Share = Memberi,Share,Memberi,1,E1,E
8892248,Give 2.jpg,Donate = Memberi,Donate,Memberi,1,E2,E
8892248,Give 3.jpg,Give = Memberi,Give,Memberi,1,E3,E
8892248,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8892248,Give 4.jpg,Bestow = Memberi,Bestow,Memberi,1,E4,E
8892248,Give 4.jpg,Grant = Memberi,Grant,Memberi,1,E4,E
8892248,Make 1.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B1,B
8892248,Make 2.jpg,Construct = Membuat,Construct,Membuat,1,B2,B
8892248,Make 2.jpg,Create = Membuat,Create,Membuat,1,B2,B
8892248,Make 2.jpg,Design = Membuat,Design,Membuat,1,B2,B
8892248,Make 2.jpg,Make = Membuat,Make,Membuat,1,B2,B
8892248,Make 3.jpg,Establish = Membuat,Establish,Membuat,1,B3,B
8892248,Make 3.jpg,Produce = Membuat,Produce,Membuat,1,B3,B
8892248,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8892248,Take 1.jpeg,Gather = Mengambil,Gather,Mengambil,1,A1,A
8892248,Take 2.jpeg,Bring = Mengambil,Bring,Mengambil,1,A2,A
8892248,Take 2.jpeg,Hoard = Mengambil,Hoard,Mengambil,1,A2,A
8892248,Take 3.jpg,Take = Mengambil,Take,Mengambil,1,A3,A
8892248,Take 4.jpg,Fetch = Mengambil,Fetch,Mengambil,1,A4,A
8892248,Take 4.jpg,Seize = Mengambil,Seize,Mengambil,1,A4,A
8899226,Find 2.jpg,Search = Mencari,Search,Mencari,1,C2,C
8899226,Find 3.jpg,Locate = Mencari,Locate,Mencari,1,C3,C
8899226,Find 3.jpg,Rummage = Mencari,Rummage,Mencari,1,C3,C
8899226,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8899226,Find 4.jpg,Explore = Mencari,Explore,Mencari,1,C4,C
8899226,Find 4.jpg,Find = Mencari,Find,Mencari,1,C4,C
8899226,Find 4.jpg,Investigate = Mencari,Investigate,Mencari,1,C4,C
8899226,Get 1.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D1,D
8899226,Get 1.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D1,D
8899226,Get 1.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D1,D
8899226,Get 1.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D1,D
8899226,Get 3.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D3,D
8899226,Get 3.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D3,D
8899226,Get 3.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D3,D
8899226,Give 1.jpg,Give = Memberi,Give,Memberi,1,E1,E
8899226,Give 1.jpg,Share = Memberi,Share,Memberi,1,E1,E
8899226,Give 2.jpg,Bestow = Memberi,Bestow,Memberi,1,E2,E
8899226,Give 2.jpg,Donate = Memberi,Donate,Memberi,1,E2,E
8899226,Give 3.jpg,Grant = Memberi,Grant,Memberi,1,E3,E
8899226,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8899226,Give 4.jpg,Provide = Memberi,Provide,Memberi,1,E4,E
8899226,Make 1.jpg,Design = Membuat,Design,Membuat,1,B1,B
8899226,Make 1.jpg,Establish = Membuat,Establish,Membuat,1,B1,B
8899226,Make 2.jpg,Construct = Membuat,Construct,Membuat,1,B2,B
8899226,Make 2.jpg,Create = Membuat,Create,Membuat,1,B2,B
8899226,Make 2.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B2,B
8899226,Make 4.jpg,Make = Membuat,Make,Membuat,1,B4,B
8899226,Make 4.jpg,Produce = Membuat,Produce,Membuat,1,B4,B
8899226,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8899226,Take 1.jpeg,Gather = Mengambil,Gather,Mengambil,1,A1,A
8899226,Take 1.jpeg,Seize = Mengambil,Seize,Mengambil,1,A1,A
8899226,Take 2.jpeg,Bring = Mengambil,Bring,Mengambil,1,A2,A
8899226,Take 2.jpeg,Fetch = Mengambil,Fetch,Mengambil,1,A2,A
8899226,Take 2.jpeg,Hoard = Mengambil,Hoard,Mengambil,1,A2,A
8899226,Take 4.jpg,Take = Mengambil,Take,Mengambil,1,A4,A
8924047,Find 1.jpg,Explore = Mencari,Explore,Mencari,1,C1,C
8924047,Find 2.jpg,Locate = Mencari,Locate,Mencari,1,C2,C
8924047,Find 2.jpg,Rummage = Mencari,Rummage,Mencari,1,C2,C
8924047,Find 2.jpg,Search = Mencari,Search,Mencari,1,C2,C
8924047,Find 3.jpg,Find = Mencari,Find,Mencari,1,C3,C
8924047,Find 4.jpg,Discover = Mencari,Discover,Mencari,1,C4,C
8924047,Find 4.jpg,Investigate = Mencari,Investigate,Mencari,1,C4,C
8924047,Get 1.jpg,Earn = Mendapatkan,Earn,Mendapatkan,1,D1,D
8924047,Get 1.jpg,Receive = Mendapatkan,Receive,Mendapatkan,1,D1,D
8924047,Get 2.jpg,Acquire = Mendapatkan,Acquire,Mendapatkan,1,D2,D
8924047,Get 2.jpg,Get = Mendapatkan,Get,Mendapatkan,1,D2,D
8924047,Get 3.jpg,Gain = Mendapatkan,Gain,Mendapatkan,1,D3,D
8924047,Get 4.jpg,Obtain = Mendapatkan,Obtain,Mendapatkan,1,D4,D
8924047,Get 4.jpg,Procure = Mendapatkan,Procure,Mendapatkan,1,D4,D
8924047,Give 1.jpg,Share = Memberi,Share,Memberi,1,E1,E
8924047,Give 2.jpg,Bestow = Memberi,Bestow,Memberi,1,E2,E
8924047,Give 2.jpg,Grant = Memberi,Grant,Memberi,1,E2,E
8924047,Give 2.jpg,Provide = Memberi,Provide,Memberi,1,E2,E
8924047,Give 3.jpg,Give = Memberi,Give,Memberi,1,E3,E
8924047,Give 3.jpg,Present = Memberi,Present,Memberi,1,E3,E
8924047,Give 4.jpg,Donate = Memberi,Donate,Memberi,1,E4,E
8924047,Make 1.jpg,Design = Membuat,Design,Membuat,1,B1,B
8924047,Make 1.jpg,Make = Membuat,Make,Membuat,1,B1,B
8924047,Make 1.jpg,Manufacture = Membuat,Manufacture,Membuat,1,B1,B
8924047,Make 2.jpg,Establish = Membuat,Establish,Membuat,1,B2,B
8924047,Make 2.jpg,Produce = Membuat,Produce,Membuat,1,B2,B
8924047,Make 4.jpg,Construct = Membuat,Construct,Membuat,1,B4,B
8924047,Make 4.jpg,Create = Membuat,Create,Membuat,1,B4,B
8924047,Take 1.jpeg,Collect = Mengambil,Collect,Mengambil,1,A1,A
8924047,Take 1.jpeg,Gather = Mengambil,Gather,Mengambil,1,A1,A
8924047,Take 2.jpeg,Bring = Mengambil,Bring,Mengambil,1,A2,A
8924047,Take 2.jpeg,Seize = Mengambil,Seize,Mengambil,1,A2,A
8924047,Take 3.jpg,Fetch = Mengambil,Fetch,Mengambil,1,A3,A
8924047,Take 3.jpg,Hoard = Mengambil,Hoard,Mengambil,1,A3,A
8924047,Take 4.jpg,Take = Mengambil,Take,Mengambil,1,A4,A
